wavelength,n
3.26e-07,0.0464
3.35e-07,0.0495
3.44e-07,0.0539
3.54e-07,0.0583
3.65e-07,0.0628
3.76e-07,0.0689
3.87e-07,0.0742
4e-07,0.0794
4.13e-07,0.0812
4.28e-07,0.0815
4.43e-07,0.0791
4.59e-07,0.0745
4.77e-07,0.0689
4.96e-07,0.064
5.17e-07,0.0587
5.39e-07,0.0539
5.64e-07,0.0495
5.9e-07,0.0464
6.2e-07,0.0442
6.53e-07,0.0424
6.89e-07,0.0418
7.29e-07,0.0418
7.75e-07,0.0424
8.27e-07,0.0447
8.86e-07,0.048
9.54e-07,0.0515
1.033e-06,0.0574
1.127e-06,0.066
1.24e-06,0.0787
1.378e-06,0.0949
1.55e-06,0.117
1.771e-06,0.146
2.066e-06,0.198
