wavelength,neutral 8 (.23 D)
3.8000000000000001e-07,0.17100000000000001
3.9000000000000002e-07,0.23200000000000001
4.0000000000000003e-07,0.36499999999999999
4.1000000000000004e-07,0.50700000000000001
4.2e-07,0.56699999999999995
4.3000000000000001e-07,0.58299999999999996
4.4000000000000002e-07,0.58799999999999997
4.5000000000000003e-07,0.58999999999999997
4.6000000000000004e-07,0.59100000000000008
4.7000000000000005e-07,0.58999999999999997
4.8000000000000006e-07,0.58800000000000008
4.9000000000000007e-07,0.58799999999999997
5.0000000000000008e-07,0.58899999999999997
5.0999999999999999e-07,0.58899999999999997
5.2e-07,0.59099999999999997
5.3000000000000001e-07,0.58999999999999997
5.4000000000000002e-07,0.59000000000000008
5.5000000000000003e-07,0.59000000000000008
5.6000000000000004e-07,0.58900000000000008
5.7000000000000005e-07,0.59099999999999997
5.8000000000000006e-07,0.59000000000000008
5.9000000000000007e-07,0.59000000000000008
6.0000000000000008e-07,0.58699999999999997
6.1000000000000009e-07,0.58499999999999996
6.1999999999999999e-07,0.58299999999999996
6.3e-07,0.57999999999999996
6.4000000000000001e-07,0.57799999999999996
6.5000000000000002e-07,0.57599999999999996
6.6000000000000003e-07,0.57400000000000007
6.7000000000000004e-07,0.57199999999999995
6.8000000000000005e-07,0.57099999999999995
6.9000000000000006e-07,0.56900000000000006
7.0000000000000007e-07,0.56799999999999984
7.1000000000000008e-07,0.56799999999999984
7.2000000000000009e-07,0.56599999999999984
7.3e-07,0.56599999999999995
